TransactionID,CustomerID,CustomerName,ProductID,ProductName,ProductCategory,PurchaseQuantity,PurchasePrice,PurchaseDate,Country
304,821,Jacob Marshall,250,Laptop,Electronics,4,46.61,2/27/2024,Uzbekistan
305,226,Dana Burns,257,Smartphone,Electronics,2,886.93,9/2/2023,Trinidad and Tobago
306,585,Hannah Martin,233,Washing Machine,Home Appliances,5,404.24,4/11/2024,Switzerland
307,805,Alexander Williams,273,Washing Machine,Home Appliances,1,755.76,4/23/2024,Croatia
308,977,Danny Clark,283,Smartwatch,Electronics,3,863.52,12/2/2023,Malawi
309,120,Tracy Fleming,260,Camera,Electronics,3,133.23,6/13/2024,Bulgaria
310,762,Robert Walker,277,Coffee Maker,Home Appliances,4,745.87,5/3/2024,Western Sahara
311,412,Michelle Hill,248,Toaster,Home Appliances,2,501.24,5/21/2024,Guernsey
312,570,John Byrd,279,Toaster,Home Appliances,5,274.05,11/27/2023,Mozambique
313,204,Zachary Levy,247,Printer,Electronics,1,436.3,1/30/2024,Oman
314,708,Elizabeth Rodriguez,208,Router,Electronics,3,328,11/3/2023,Falkland Islands (Malvinas)
315,755,Donald Douglas,283,Camera,Electronics,3,313.43,10/20/2023,Comoros
316,253,Cynthia Brown,276,Microwave,Home Appliances,4,358.03,11/29/2023,Panama
317,427,Mikayla Rios,237,Camera,Electronics,5,998.17,10/4/2023,United States of America
318,528,Norman Aguilar,273,Blender,Home Appliances,1,674.47,5/7/2024,Comoros
319,451,Courtney Nichols,260,Toaster,Home Appliances,5,803.09,6/12/2024,Wallis and Futuna
320,787,Eric Jackson,284,Smartphone,Electronics,2,850.18,5/31/2024,Micronesia
321,285,John Figueroa,292,Blender,Home Appliances,2,76.56,5/4/2024,Moldova
322,881,Theresa Lam,283,Toaster,Home Appliances,4,949.97,7/30/2023,Cyprus
323,463,Seth Fisher,242,Smart Bulb,Electronics,2,682.27,11/17/2023,Eritrea
324,699,Samuel Ruiz,281,Toaster,Home Appliances,4,765.45,2/7/2024,Morocco
325,735,Steve Mason,287,Router,Electronics,3,404.05,11/21/2023,Malta
326,405,Seth Hernandez,225,Vacuum Cleaner,Home Appliances,1,35.65,11/6/2023,Ireland
327,683,Victoria Thomas,291,Tablet,Electronics,5,393.12,9/4/2023,Slovakia (Slovak Republic)
328,182,Mr. Christopher Walters,200,Smartwatch,Electronics,3,707,12/18/2023,Falkland Islands (Malvinas)
329,314,Caroline Duran,262,Smart Bulb,Electronics,3,697.04,4/25/2024,Serbia
330,898,Lucas Schultz,251,Vacuum Cleaner,Home Appliances,1,144.37,12/9/2023,Lesotho
331,492,Joseph Cross,201,Tablet,Electronics,2,899.69,6/6/2024,Gibraltar
332,875,Cheryl Rhodes,280,Refrigerator,Home Appliances,3,671.16,4/5/2024,Egypt
333,331,Haley Anderson,249,Router,Electronics,5,297.46,1/7/2024,Myanmar
334,413,Rodney Evans,237,Microwave,Home Appliances,2,795.76,12/20/2023,Saint Lucia
335,632,Gail Barron,217,Laptop,Electronics,2,794.15,11/6/2023,United Arab Emirates
336,601,Colin Vaughan,251,Tablet,Electronics,1,367.29,7/3/2023,Denmark
337,329,Bonnie Gross,275,Air Conditioner,Home Appliances,5,138.47,1/7/2024,Chile
338,226,Matthew Johnson,281,Laptop,Electronics,3,404.18,10/3/2023,Sierra Leone
339,647,Linda Williams,213,Heater,Home Appliances,4,771.47,3/5/2024,Taiwan
340,120,Brian Wallace,215,Headphones,Electronics,3,645.92,1/24/2024,El Salvador
341,585,Christine Jennings,201,Air Conditioner,Home Appliances,5,351.07,10/20/2023,Italy
342,777,Joseph Dean,289,Headphones,Electronics,4,507.84,8/18/2023,Italy
343,950,Kayla Williamson,236,Laptop,Electronics,5,161.49,8/9/2023,Slovenia
344,208,Mr. Richard Decker DVM,245,Headphones,Electronics,3,935.39,3/25/2024,Ireland
345,402,Joshua Lozano,288,Camera,Electronics,5,895.98,6/22/2024,Liberia
346,438,Adam Davis,214,Smartwatch,Electronics,2,638.71,5/15/2024,Montenegro
347,785,Travis Chan Jr.,292,Microwave,Home Appliances,3,618.28,8/4/2023,United Kingdom
348,362,Joyce Madden,233,Router,Electronics,2,595.89,12/23/2023,Australia
349,202,Shelly Phelps,246,Headphones,Electronics,5,723.43,5/2/2024,Philippines
350,420,Brian York,205,Electric Kettle,Home Appliances,1,826.98,6/29/2023,Timor-Leste
351,241,Carolyn Howard,256,Laptop,Electronics,1,949.06,2/22/2024,Ethiopia
352,999,Jacqueline Cooper,214,Vacuum Cleaner,Home Appliances,5,422.42,11/28/2023,Iran
353,567,James Jefferson,253,Tablet,Electronics,5,296.77,3/3/2024,Turks and Caicos Islands
354,916,Casey Barber,220,Air Conditioner,Home Appliances,2,806.64,8/5/2023,Israel
355,704,Mr. Jeffrey Carr,299,Washing Machine,Home Appliances,4,82.24,11/12/2023,New Caledonia
356,129,Sheryl Acosta,216,Headphones,Electronics,4,421.47,12/30/2023,Uruguay
357,599,Jason Williams,233,Vacuum Cleaner,Home Appliances,3,610.59,3/6/2024,Germany
358,112,Megan Saunders,273,Toaster,Home Appliances,3,975.62,4/2/2024,Monaco
359,329,Mckenzie Morgan,266,Camera,Electronics,5,566.03,3/19/2024,Reunion
360,733,Matthew Wright,244,Vacuum Cleaner,Home Appliances,4,131.3,3/9/2024,Philippines
361,756,Ryan Grant,278,Vacuum Cleaner,Home Appliances,2,105.84,7/17/2023,Algeria
362,758,Kathy Harrison,263,Coffee Maker,Home Appliances,5,423.95,5/28/2024,Chad
363,176,Erica Rivera,235,Camera,Electronics,5,723.92,7/15/2023,Macedonia
364,328,Jamie Montoya,210,Headphones,Electronics,4,996.01,12/21/2023,Kenya
365,920,Anita Jimenez,240,Air Conditioner,Home Appliances,3,502.4,8/11/2023,Luxembourg
366,863,Ashley Gutierrez,271,Printer,Electronics,5,462.66,1/25/2024,Afghanistan
367,945,Larry Montgomery,238,Television,Electronics,5,359.37,6/5/2024,Madagascar
368,675,Michael Clements,246,Smartwatch,Electronics,4,601.54,5/11/2024,Austria
369,936,Jesse Castro,279,Washing Machine,Home Appliances,5,18.1,2/13/2024,Lebanon
370,833,Michelle Wilson,297,Printer,Electronics,2,883.63,3/7/2024,Cyprus
371,102,Ronald Brandt,237,Coffee Maker,Home Appliances,3,54.79,1/24/2024,Maldives
372,482,Amber Martin,217,Smart Bulb,Electronics,5,202.71,5/10/2024,Saint Barthelemy
373,860,Ashley Carr,224,Refrigerator,Home Appliances,4,509.21,8/11/2023,Venezuela
374,972,Jim Harrington,291,Electric Kettle,Home Appliances,5,127.62,11/4/2023,Botswana
375,875,Timothy Monroe,275,Printer,Electronics,3,796.95,8/12/2023,Sierra Leone
376,561,Kevin Gordon,263,Heater,Home Appliances,3,757.42,6/27/2023,Malta
377,853,Timothy Roberson,261,Smart Bulb,Electronics,5,407.37,6/18/2024,Madagascar
378,899,Cassandra Lane,293,Smartphone,Electronics,1,145.67,5/7/2024,Brunei Darussalam
379,206,Kyle Andrade,264,Air Conditioner,Home Appliances,5,462.42,6/2/2024,Hungary
380,528,Sydney Farmer,235,Camera,Electronics,5,325.34,11/27/2023,Guam
381,401,Casey Gutierrez,289,Electric Kettle,Home Appliances,3,597.79,6/4/2024,San Marino
382,624,Michael Valencia,291,Electric Kettle,Home Appliances,3,480.14,4/7/2024,Vietnam
383,666,Christina Weber,237,Camera,Electronics,3,677.07,3/18/2024,Guatemala
384,788,Michael Hester,222,Electric Kettle,Home Appliances,3,798.79,1/7/2024,Mauritania
385,810,Michelle Hodges,271,Smart Bulb,Electronics,4,272.88,12/29/2023,Mozambique
386,684,Michelle Craig,268,Smartphone,Electronics,5,485.64,10/15/2023,Turkey
387,967,Adam Rodriguez,248,Microwave,Home Appliances,2,41.25,8/21/2023,Austria
388,786,Derek Floyd,236,Television,Electronics,1,446.63,3/17/2024,El Salvador
389,249,Melissa Phillips,296,Microwave,Home Appliances,4,693.6,1/22/2024,Antigua and Barbuda
390,467,Ashley Parrish,294,Heater,Home Appliances,5,921.32,1/30/2024,Tonga
391,329,Kristina Young,289,Headphones,Electronics,5,215.27,10/15/2023,Puerto Rico
392,780,James Butler,287,Air Conditioner,Home Appliances,5,383.06,10/25/2023,Mexico
393,155,David Oliver,299,Tablet,Electronics,5,348.9,5/25/2024,Trinidad and Tobago
394,553,Susan Bush,282,Washing Machine,Home Appliances,5,489.34,11/15/2023,Saudi Arabia
395,702,Lindsey Parsons,224,Smartwatch,Electronics,5,305.51,10/18/2023,Kiribati
396,281,Mrs. Tonya Moss,215,Washing Machine,Home Appliances,2,693.34,11/19/2023,Armenia
397,538,Dennis Martin,232,Toaster,Home Appliances,4,355.32,6/28/2023,Greenland
398,577,Brittney Hernandez,241,Washing Machine,Home Appliances,1,577.74,2/12/2024,Austria
399,892,Lisa Stanley,262,Coffee Maker,Home Appliances,3,955.06,4/27/2024,Montenegro
400,663,Richard Stewart,228,Smartwatch,Electronics,1,294.75,9/5/2023,Maldives
401,169,Caitlin Daniels,251,Camera,Electronics,4,659.41,7/31/2023,Guernsey
402,326,Mary Rivera,237,Vacuum Cleaner,Home Appliances,2,829.67,9/18/2023,Zambia
403,870,Karen Hoffman,296,Heater,Home Appliances,3,145.9,3/4/2024,Algeria
404,217,Jill Conway,278,Television,Electronics,1,673.14,6/16/2024,Niger
405,349,Melanie Flores,214,Television,Electronics,1,109.2,11/22/2023,Equatorial Guinea
406,653,Allison Black,298,Air Conditioner,Home Appliances,1,684.38,11/18/2023,Malawi
407,922,Katelyn Phillips,283,Smartphone,Electronics,5,978.13,9/8/2023,Gibraltar
408,626,Brendan Bonilla,298,Printer,Electronics,4,482.67,1/20/2024,Marshall Islands
409,107,Christine Soto,227,Smartwatch,Electronics,3,292.56,5/26/2024,Poland
410,534,Christine Poole,294,Laptop,Electronics,5,239.9,4/22/2024,Jordan
411,762,Andrea Parks,203,Headphones,Electronics,4,883.42,12/21/2023,Saint Barthelemy
412,439,Benjamin Thompson,232,Smartphone,Electronics,4,790.08,1/28/2024,Barbados
413,688,Susan Russell,257,Smartwatch,Electronics,1,19.17,2/25/2024,Iraq
414,543,James Wilson,200,Camera,Electronics,3,459.81,3/1/2024,Saint Helena
415,733,Patrick Williams,209,Microwave,Home Appliances,5,473.34,11/11/2023,Vanuatu
416,614,Richard Turner,211,Laptop,Electronics,3,170.87,10/13/2023,Serbia
417,548,Rodney Johnson,220,Washing Machine,Home Appliances,2,23.94,1/19/2024,Cyprus
418,239,Rebecca Atkinson,237,Washing Machine,Home Appliances,5,677.66,2/27/2024,Cambodia
419,405,Suzanne Norton,293,Headphones,Electronics,5,857.59,3/3/2024,Holy See (Vatican City State)
420,111,Kristen Martinez,200,Coffee Maker,Home Appliances,5,334.65,2/3/2024,Nauru
421,503,Theresa Torres,295,Refrigerator,Home Appliances,2,981.87,4/8/2024,United Kingdom
422,843,Jason Brewer,265,Toaster,Home Appliances,2,16.76,8/20/2023,Central African Republic
423,288,Ruben Lee,223,Vacuum Cleaner,Home Appliances,4,756.22,3/12/2024,South Georgia and the South Sandwich Islands
424,680,Sarah Randolph,270,Washing Machine,Home Appliances,5,725.65,12/22/2023,Oman
425,662,Michael King,225,Smartwatch,Electronics,3,695.84,4/2/2024,Morocco
426,598,Heather Lambert,230,Laptop,Electronics,4,313.74,8/3/2023,Finland
427,734,Corey Tucker,242,Heater,Home Appliances,3,693.39,2/20/2024,Palestinian Territory
428,413,Brittany Knight,240,Toaster,Home Appliances,5,228.64,12/9/2023,Chile
429,104,Richard Joseph,282,Tablet,Electronics,2,460.43,12/12/2023,Falkland Islands (Malvinas)
430,960,Michael Rivera,261,Coffee Maker,Home Appliances,5,913.67,12/22/2023,Kiribati
431,467,Katelyn Rodriguez,282,Television,Electronics,5,874.4,2/16/2024,Belgium
432,961,Ronald Vance,225,Router,Electronics,4,532.89,10/6/2023,Saint Martin
433,741,Bernard Smith,264,Refrigerator,Home Appliances,5,121.09,2/26/2024,Antarctica (the territory South of 60 deg S)
434,932,Jennifer Lawrence,204,Smart Bulb,Electronics,5,158.35,1/26/2024,Eritrea
435,656,Kimberly Valdez,219,Heater,Home Appliances,4,125.08,11/15/2023,India
436,328,Leah Vincent,217,Smart Bulb,Electronics,4,100.03,12/23/2023,Macao
437,622,Jack Smith,230,Blender,Home Appliances,4,140.62,5/20/2024,Sri Lanka
438,728,Nicole Taylor,220,Air Conditioner,Home Appliances,5,67.16,9/3/2023,Monaco
439,679,Tracy Fitzgerald,261,Washing Machine,Home Appliances,1,401.99,6/24/2024,Guinea-Bissau
440,141,John Brown,247,Television,Electronics,5,82.3,9/24/2023,Armenia
441,784,Terry Ward,260,Toaster,Home Appliances,1,545.75,6/16/2024,Korea
442,147,Matthew Garcia,266,Laptop,Electronics,4,41.42,2/27/2024,Switzerland
443,380,Deborah Stephens,222,Microwave,Home Appliances,2,768.17,11/19/2023,Palau
444,487,Matthew Houston,266,Toaster,Home Appliances,4,454.05,10/1/2023,Honduras
445,328,Heather Parrish,262,Coffee Maker,Home Appliances,1,685.9,4/28/2024,Liberia
446,718,Stephen Gonzales,229,Camera,Electronics,1,186.69,7/25/2023,Malawi
447,758,Chris Moore,277,Heater,Home Appliances,2,730.58,3/30/2024,Svalbard & Jan Mayen Islands
448,221,Jennifer Rivera,214,Smartphone,Electronics,1,978.71,12/30/2023,Peru
449,590,Kevin Holland,252,Heater,Home Appliances,4,536.61,7/4/2023,Ecuador
450,144,Kevin Taylor,265,Television,Electronics,4,352.7,7/11/2023,Uganda
451,686,Christopher Nielsen,266,Vacuum Cleaner,Home Appliances,1,41.9,11/30/2023,Nepal
452,677,Sherry Luna,236,Electric Kettle,Home Appliances,1,248.26,7/29/2023,Cuba
453,559,Kaitlin Olson,228,Laptop,Electronics,5,43.24,5/13/2024,Isle of Man
454,715,Kevin Saunders,279,Television,Electronics,1,408.24,3/8/2024,Madagascar
455,370,Michael Nielsen,276,Router,Electronics,2,756.84,2/10/2024,Bangladesh
456,335,Carlos Smith,266,Headphones,Electronics,5,993.55,5/24/2024,United States of America
457,616,Samantha Jacobs,222,Smart Bulb,Electronics,3,581.7,12/27/2023,United Arab Emirates
458,729,Sherry Schmidt,296,Vacuum Cleaner,Home Appliances,3,877.5,8/10/2023,Bermuda
459,593,Stephanie Ryan,200,Printer,Electronics,3,282.4,6/8/2024,Wallis and Futuna
460,893,Jessica Fisher,205,Printer,Electronics,5,500.66,3/22/2024,Malta
461,539,Robert Clarke,248,Coffee Maker,Home Appliances,5,325.55,11/9/2023,Myanmar
462,923,Pam Horton,212,Coffee Maker,Home Appliances,2,306.89,12/8/2023,Burkina Faso
463,360,David Trevino,236,Router,Electronics,4,248.56,2/13/2024,Turkey
464,656,Colin Fletcher,200,Smartwatch,Electronics,2,807.72,2/5/2024,Maldives
465,220,Jaime Harris,240,Router,Electronics,4,968.11,12/1/2023,Guyana
466,209,Matthew King,268,Printer,Electronics,2,262.45,12/7/2023,Monaco
467,474,Wendy Sanders,226,Refrigerator,Home Appliances,4,848.66,12/3/2023,Mexico
468,902,Cassandra Hansen,261,Router,Electronics,2,61.02,10/2/2023,Gambia
469,691,Michael Fitzgerald,284,Electric Kettle,Home Appliances,5,49.15,8/11/2023,San Marino
470,335,Michael Martin,227,Television,Electronics,5,727.06,1/9/2024,Iran
471,904,Joshua Terry,290,Tablet,Electronics,2,870.78,7/16/2023,Central African Republic
472,498,Abigail Davis,218,Washing Machine,Home Appliances,1,219.69,12/26/2023,Vanuatu
473,714,Austin Walker,210,Laptop,Electronics,4,915.3,2/17/2024,Argentina
474,841,William Mendez,266,Printer,Electronics,2,556.56,10/15/2023,Rwanda
475,711,Raymond Thompson,263,Coffee Maker,Home Appliances,4,538.31,12/13/2023,Algeria
476,306,Tara Holmes,224,Washing Machine,Home Appliances,3,366.05,7/9/2023,Slovenia
477,713,Melissa Gilbert,286,Air Conditioner,Home Appliances,1,804.79,7/10/2023,Guyana
478,344,Vanessa Miller,235,Toaster,Home Appliances,2,377,4/23/2024,Iran
479,461,Jennifer Gonzalez,201,Blender,Home Appliances,5,865.44,4/7/2024,Romania
480,170,Krista Barber,271,Smartphone,Electronics,3,557.78,6/15/2024,Mozambique
481,456,Robert Perez,224,Washing Machine,Home Appliances,2,204.23,12/19/2023,Venezuela
482,513,Debbie Russell,213,Printer,Electronics,5,835.03,1/28/2024,Barbados
483,615,Travis Pratt,232,Heater,Home Appliances,3,264.75,5/31/2024,Martinique
484,932,Danielle Ramos,248,Air Conditioner,Home Appliances,4,176.55,1/30/2024,Liberia
485,888,Gerald Rowe,287,Microwave,Home Appliances,2,723.11,12/21/2023,Ukraine
486,700,Karen Scott,248,Microwave,Home Appliances,5,990.42,2/27/2024,Solomon Islands
487,325,Crystal Stewart,245,Router,Electronics,1,840.68,1/12/2024,Martinique
488,109,Deborah Mitchell,251,Smartphone,Electronics,1,418.27,3/13/2024,San Marino
489,940,Justin White,240,Laptop,Electronics,2,19.05,11/10/2023,Cuba
490,687,Travis Vega,224,Toaster,Home Appliances,1,621.66,1/5/2024,Saint Pierre and Miquelon
491,304,David Baker,229,Air Conditioner,Home Appliances,1,16.55,9/12/2023,Syrian Arab Republic
492,355,Heather Maxwell,215,Blender,Home Appliances,1,534.12,6/17/2024,Belgium
493,792,Katherine Smith,269,Heater,Home Appliances,3,26.97,7/12/2023,Thailand
494,593,Ethan Villanueva,273,Microwave,Home Appliances,1,918.87,5/28/2024,Falkland Islands (Malvinas)
495,602,Phillip Dixon,250,Television,Electronics,2,623.58,9/20/2023,Sao Tome and Principe
496,690,Joseph Henderson,269,Toaster,Home Appliances,3,796.99,7/8/2023,Macao
497,455,Michael Thompson,215,Camera,Electronics,4,464.41,3/23/2024,Malaysia
498,571,Adam Craig,248,Television,Electronics,3,687.2,2/6/2024,Bolivia
499,433,Scott Lopez,233,Smartphone,Electronics,1,411.23,9/26/2023,Ethiopia
500,582,Grace White,254,Heater,Home Appliances,4,65.55,9/15/2023,Italy
501,817,Holly Morales,257,Headphones,Electronics,1,504.86,9/3/2023,Montenegro
502,234,Melissa Olsen,292,Toaster,Home Appliances,5,977.56,10/8/2023,Spain
503,341,Selena Gonzalez,294,Router,Electronics,1,237.47,8/23/2023,Lebanon
504,925,Javier Taylor,280,Washing Machine,Home Appliances,1,924.92,1/12/2024,Marshall Islands
505,837,John King,272,Heater,Home Appliances,5,661.53,7/14/2023,Indonesia
506,201,Amy Cervantes,260,Camera,Electronics,1,961.85,5/16/2024,Niue
507,198,George Ward,271,Printer,Electronics,1,306.28,1/28/2024,Venezuela
508,929,Alejandro Martinez,286,Smart Bulb,Electronics,4,680.26,2/16/2024,Congo
509,690,Mariah Thompson,299,Coffee Maker,Home Appliances,2,792.59,10/14/2023,Guinea
510,432,Katherine Doyle,210,Router,Electronics,3,63.16,11/20/2023,New Zealand
511,393,Tyler Oneill,281,Vacuum Cleaner,Home Appliances,1,347.19,5/4/2024,Vanuatu
512,445,Logan Sullivan,209,Toaster,Home Appliances,1,637.78,7/26/2023,Central African Republic
513,451,Evan Carter,234,Air Conditioner,Home Appliances,2,362.25,2/16/2024,Oman
514,504,Jeremy Roy,246,Coffee Maker,Home Appliances,2,682.9,4/11/2024,Myanmar
515,633,Jennifer White,202,Refrigerator,Home Appliances,5,302.43,8/13/2023,Saint Lucia
516,340,Teresa Haynes,210,Laptop,Electronics,1,275.29,9/15/2023,Chad
517,506,Arthur Johns,270,Microwave,Home Appliances,4,323.51,7/16/2023,Anguilla
518,889,Phillip Miller,233,Laptop,Electronics,1,943.53,2/21/2024,Cape Verde
519,186,Stacey Parker,231,Toaster,Home Appliances,3,111.21,4/7/2024,Finland
520,553,Bonnie Roberson,203,Headphones,Electronics,4,454.36,7/9/2023,Panama
521,465,Erika Alvarez,269,Refrigerator,Home Appliances,1,98.72,6/23/2024,Faroe Islands
522,661,Wayne Wolfe,222,Smart Bulb,Electronics,5,786.59,2/10/2024,Nauru
523,567,Madison Elliott,267,Blender,Home Appliances,3,419.67,2/29/2024,Northern Mariana Islands
524,646,Gregory Fernandez,211,Router,Electronics,2,576.24,12/14/2023,Gambia
525,474,Christopher Smith,266,Printer,Electronics,2,147.45,5/7/2024,Senegal
526,968,Dustin Nichols,288,Washing Machine,Home Appliances,4,154.48,6/18/2024,Liechtenstein
527,873,Adam Jordan,237,Printer,Electronics,3,426.89,2/12/2024,Djibouti
528,915,James Jenkins,271,Refrigerator,Home Appliances,3,259.18,12/12/2023,Indonesia
529,355,Omar Price,248,Tablet,Electronics,5,620.5,9/19/2023,Estonia
530,181,David Duran,278,Refrigerator,Home Appliances,2,311.61,5/4/2024,Puerto Rico
531,801,Matthew Patel,234,Toaster,Home Appliances,5,386.09,12/3/2023,Comoros
532,973,Chad Rodriguez,258,Air Conditioner,Home Appliances,3,436.31,2/20/2024,Korea
533,378,Katherine Flores,219,Smartwatch,Electronics,3,607.18,7/15/2023,Marshall Islands
534,122,Brian Adams,291,Tablet,Electronics,3,185.86,12/13/2023,Saint Lucia
535,108,Chris Snyder,243,Toaster,Home Appliances,3,737.53,12/6/2023,Georgia
536,904,Yolanda Ford,204,Electric Kettle,Home Appliances,2,332.63,11/1/2023,Belgium
537,963,Brianna Adams,250,Coffee Maker,Home Appliances,3,122.75,7/23/2023,Mauritius
538,581,Steven Wright,248,Smart Bulb,Electronics,5,188.13,5/12/2024,American Samoa
539,224,Michelle Cruz,256,Tablet,Electronics,2,444.07,9/29/2023,Saint Pierre and Miquelon
540,134,Nicolas Davis,285,Refrigerator,Home Appliances,4,676.25,9/14/2023,Lebanon
541,498,Emily Morris,280,Smartwatch,Electronics,2,260.15,4/3/2024,Armenia
542,862,Kelly King,281,Printer,Electronics,4,83.23,10/20/2023,Congo
543,469,Sharon Robinson,214,Electric Kettle,Home Appliances,4,539.02,9/25/2023,Norfolk Island
544,544,Christopher Hill,215,Heater,Home Appliances,1,792.81,11/26/2023,Somalia
545,348,Andrew Logan,260,Heater,Home Appliances,5,641.8,3/19/2024,Nauru
546,258,Brandon Moore,211,Laptop,Electronics,2,661.03,3/18/2024,Nicaragua
547,446,Yolanda Garrett,207,Microwave,Home Appliances,5,53.85,11/11/2023,Oman
548,257,Rebecca Martinez,229,Toaster,Home Appliances,4,114.89,10/27/2023,Micronesia
549,907,Hannah Snow,293,Smartwatch,Electronics,2,515.57,9/8/2023,Angola
550,805,Nathaniel King,205,Tablet,Electronics,3,397.22,12/31/2023,Romania
551,548,Kimberly Henry,272,Camera,Electronics,1,487.94,9/6/2023,Mauritius
552,456,John Dillon,276,Coffee Maker,Home Appliances,1,124.91,6/15/2024,Tokelau
553,667,Joseph Cole,233,Camera,Electronics,3,349.64,1/22/2024,Haiti
554,564,Mark Gray,223,Router,Electronics,4,354.82,6/2/2024,Andorra
555,734,Patty Allen,292,Tablet,Electronics,4,325.72,7/20/2023,Palestinian Territory
556,651,Cheryl Vega,298,Blender,Home Appliances,1,32.36,1/26/2024,Cape Verde
557,727,Jason Morris,212,Refrigerator,Home Appliances,2,930.62,1/15/2024,Palestinian Territory
558,168,Todd White,204,Router,Electronics,2,556.39,9/12/2023,Botswana
559,597,Andres May,249,Heater,Home Appliances,4,958.88,3/7/2024,Liechtenstein
560,638,Leslie Williams,228,Printer,Electronics,2,194.52,2/16/2024,Saint Barthelemy
561,172,Thomas Rios,210,Coffee Maker,Home Appliances,1,740.01,12/24/2023,Spain
562,754,Justin Hurley,253,Tablet,Electronics,5,435.26,5/10/2024,Heard Island and McDonald Islands
563,913,Samantha Baker,205,Television,Electronics,2,285.56,4/6/2024,Barbados
564,954,Tony Yu,212,Smart Bulb,Electronics,1,801.51,8/4/2023,Saint Kitts and Nevis
565,336,Chelsey Fox,231,Camera,Electronics,3,205.1,2/2/2024,Nigeria
566,283,Kristin Reese,298,Smartwatch,Electronics,4,532.44,2/29/2024,Montserrat
567,466,Michele Simmons,213,Electric Kettle,Home Appliances,4,615.2,8/29/2023,Somalia
568,284,Kathy Sandoval,268,Camera,Electronics,3,847.06,2/13/2024,Kenya
569,460,Krista Shea,247,Smartwatch,Electronics,5,594.27,12/3/2023,Serbia
570,748,Nicholas Franklin,272,Camera,Electronics,1,246.19,1/23/2024,Croatia
571,484,Tammy King,257,Headphones,Electronics,3,696.5,12/16/2023,Indonesia
572,100,Victoria Larson,266,Coffee Maker,Home Appliances,5,146.49,8/17/2023,Tuvalu
573,409,William Lewis,240,Coffee Maker,Home Appliances,2,491.8,7/4/2023,Sierra Leone
574,941,Samantha Ellison,265,Router,Electronics,2,494.75,1/28/2024,Montenegro
575,685,Andrew Kelly,217,Headphones,Electronics,3,843.57,10/6/2023,Haiti
576,696,David Evans,273,Camera,Electronics,1,489.76,11/28/2023,Mongolia
577,322,Misty Mcguire,222,Printer,Electronics,5,510.38,1/1/2024,Sweden
578,806,Sabrina Davis,282,Coffee Maker,Home Appliances,4,421.47,10/20/2023,Argentina
579,848,Jane Deleon,298,Air Conditioner,Home Appliances,2,91.84,11/2/2023,Guernsey
580,936,Timothy Martinez,298,Television,Electronics,3,42.37,9/22/2023,San Marino
581,768,Tanya Walters,280,Router,Electronics,3,176.53,11/21/2023,Austria
582,412,Emma Cunningham,241,Electric Kettle,Home Appliances,4,554.23,1/7/2024,Qatar
583,326,Michael Osborn,257,Smart Bulb,Electronics,1,275.21,4/13/2024,Nauru
584,689,Courtney Roberts,250,Heater,Home Appliances,1,762.4,8/22/2023,Bulgaria
585,444,Kenneth Williams,251,Heater,Home Appliances,2,989.88,10/5/2023,Belize
586,508,Patricia Anderson,217,Television,Electronics,3,876.06,12/29/2023,Moldova
587,302,Matthew Gonzalez DDS,294,Tablet,Electronics,3,355.09,1/15/2024,Egypt
588,348,Ricardo Morris,273,Tablet,Electronics,1,777.88,7/30/2023,Bouvet Island (Bouvetoya)
589,787,Jacob Lee,244,Television,Electronics,5,692.24,2/11/2024,Palau
590,124,Caroline Bailey,256,Microwave,Home Appliances,5,147.84,2/23/2024,Cameroon
591,551,Robert Gonzalez,247,Television,Electronics,1,574.37,8/25/2023,Saudi Arabia
592,845,Ashley Brown,279,Electric Kettle,Home Appliances,5,176.69,6/19/2024,Cameroon
593,989,Donna Cooper,214,Washing Machine,Home Appliances,5,274.67,10/22/2023,Korea
594,582,Daniel Medina,226,Headphones,Electronics,4,919.58,1/24/2024,Maldives
595,868,John Blair,218,Microwave,Home Appliances,2,257.18,3/21/2024,Qatar
596,784,Kevin Alvarado,205,Vacuum Cleaner,Home Appliances,4,494.56,10/3/2023,Chile
597,161,Richard Williamson,206,Coffee Maker,Home Appliances,4,457.47,12/23/2023,Palau
598,108,Matthew Alvarado,284,Printer,Electronics,5,752.3,11/12/2023,Tonga
599,210,Sean Banks,229,Air Conditioner,Home Appliances,4,334.02,11/20/2023,Madagascar
600,826,Ethan Delacruz,268,Laptop,Electronics,4,638.49,7/30/2023,Colombia
601,303,Judith House,202,Refrigerator,Home Appliances,5,403.74,7/11/2023,Egypt
602,642,John Garner,202,Vacuum Cleaner,Home Appliances,4,275.85,11/7/2023,Poland
603,460,Eric Ferrell,264,Toaster,Home Appliances,5,582.15,10/11/2023,Sudan
604,163,Sherry Zamora,203,Toaster,Home Appliances,1,55.48,1/27/2024,Yemen
605,386,Glenn Long,217,Blender,Home Appliances,1,930.14,7/30/2023,Saint Lucia
606,491,Megan Salas,287,Tablet,Electronics,4,10.67,9/22/2023,Israel
607,346,Jessica Edwards,277,Vacuum Cleaner,Home Appliances,2,883.33,10/31/2023,Kiribati
608,655,Matthew Carpenter,287,Microwave,Home Appliances,3,102.41,5/1/2024,Cook Islands
609,983,Michael Roach,217,Washing Machine,Home Appliances,1,378.13,12/10/2023,United States of America
610,888,Timothy Stark,240,Smartphone,Electronics,4,629.35,7/22/2023,Micronesia
